word,esdb_level,decision,existing_rarity,existing_definition,reason
roven,80,deferred,,,Not individually approved; not added to puzzles.
rovings,80,deferred,,,Not individually approved; not added to puzzles.
rowable,80,deferred,,,Not individually approved; not added to puzzles.
rowen,80,deferred,,,Not individually approved; not added to puzzles.
rowens,80,deferred,,,Not individually approved; not added to puzzles.
rowings,80,deferred,,,Not individually approved; not added to puzzles.
royster,80,deferred,,,Not individually approved; not added to puzzles.
rozzer,70,deferred,4,A police officer.,Not individually approved; not added to puzzles.
rozzers,70,deferred,,,Not individually approved; not added to puzzles.
ruana,80,deferred,,,Not individually approved; not added to puzzles.
ruanas,80,deferred,,,Not individually approved; not added to puzzles.
rubaboo,80,deferred,,,Not individually approved; not added to puzzles.
rubasse,80,deferred,,,Not individually approved; not added to puzzles.
rubbies,80,deferred,,,Not individually approved; not added to puzzles.
rubbled,80,deferred,,,Not individually approved; not added to puzzles.
rubbles,80,deferred,,,Not individually approved; not added to puzzles.
rubbly,70,deferred,,,Not individually approved; not added to puzzles.
rubby,80,deferred,,,Not individually approved; not added to puzzles.
rubefy,80,deferred,,,Not individually approved; not added to puzzles.
rubel,70,deferred,,,Not individually approved; not added to puzzles.
rubels,70,deferred,,,Not individually approved; not added to puzzles.
rubeola,70,deferred,,,Not individually approved; not added to puzzles.
rubicon,80,deferred,,,Not individually approved; not added to puzzles.
rubidic,80,deferred,,,Not individually approved; not added to puzzles.
rubied,80,deferred,,,Not individually approved; not added to puzzles.
rubious,70,deferred,,,Not individually approved; not added to puzzles.
ruboff,80,deferred,,,Not individually approved; not added to puzzles.
ruboffs,80,deferred,,,Not individually approved; not added to puzzles.
rubout,80,deferred,,,Not individually approved; not added to puzzles.
rubouts,80,deferred,,,Not individually approved; not added to puzzles.
rubus,80,deferred,,,Not individually approved; not added to puzzles.
ruche,70,deferred,,,Not individually approved; not added to puzzles.
ruches,70,deferred,,,Not individually approved; not added to puzzles.
ruching,70,deferred,,,Not individually approved; not added to puzzles.
ruckle,80,deferred,,,Not individually approved; not added to puzzles.
ruckled,80,deferred,,,Not individually approved; not added to puzzles.
ruckles,80,deferred,,,Not individually approved; not added to puzzles.
ruction,70,deferred,,,Not individually approved; not added to puzzles.
rudd,70,deferred,,,Not individually approved; not added to puzzles.
ruddily,70,deferred,,,Not individually approved; not added to puzzles.
ruddle,70,deferred,,,Not individually approved; not added to puzzles.
ruddled,70,deferred,,,Not individually approved; not added to puzzles.
ruddles,70,deferred,,,Not individually approved; not added to puzzles.
ruddock,70,deferred,,,Not individually approved; not added to puzzles.
rudds,70,deferred,,,Not individually approved; not added to puzzles.
ruderal,70,deferred,,,Not individually approved; not added to puzzles.
rudery,80,deferred,,,Not individually approved; not added to puzzles.
rudesby,80,deferred,,,Not individually approved; not added to puzzles.
ruer,80,deferred,,,Not individually approved; not added to puzzles.
ruers,80,deferred,,,Not individually approved; not added to puzzles.
ruffe,80,deferred,,,Not individually approved; not added to puzzles.
ruffes,80,deferred,,,Not individually approved; not added to puzzles.
ruffler,70,deferred,,,Not individually approved; not added to puzzles.
rufiyaa,70,deferred,,,Not individually approved; not added to puzzles.
rufous,70,deferred,4,of a reddish colour,Not individually approved; not added to puzzles.
ruga,80,deferred,,,Not individually approved; not added to puzzles.
rugae,80,deferred,,,Not individually approved; not added to puzzles.
rugate,80,deferred,,,Not individually approved; not added to puzzles.
rugbies,80,deferred,,,Not individually approved; not added to puzzles.
ruggers,70,deferred,,,Not individually approved; not added to puzzles.
rugging,70,deferred,,,Not individually approved; not added to puzzles.
rugola,80,deferred,,,Not individually approved; not added to puzzles.
rugolas,80,deferred,,,Not individually approved; not added to puzzles.
rugosa,80,deferred,,,Not individually approved; not added to puzzles.
rugosas,80,deferred,,,Not individually approved; not added to puzzles.
rugose,70,deferred,4,"Having rugae or wrinkles, creases, ridges, or corrugation.",Not individually approved; not added to puzzles.
rugous,80,deferred,,,Not individually approved; not added to puzzles.
ruinate,80,deferred,,,Not individually approved; not added to puzzles.
ruiner,80,deferred,,,Not individually approved; not added to puzzles.
ruiners,80,deferred,,,Not individually approved; not added to puzzles.
rulable,80,deferred,,,Not individually approved; not added to puzzles.
rulier,80,deferred,4,comparative form of ruly: more ruly,Not individually approved; not added to puzzles.
ruliest,80,deferred,,,Not individually approved; not added to puzzles.
ruly,80,deferred,,,Not individually approved; not added to puzzles.
rumaki,80,deferred,,,Not individually approved; not added to puzzles.
rumakis,80,deferred,,,Not individually approved; not added to puzzles.
rumal,70,deferred,,,Not individually approved; not added to puzzles.
rumals,70,deferred,,,Not individually approved; not added to puzzles.
rumbler,70,deferred,,,Not individually approved; not added to puzzles.
rumbly,70,deferred,,,Not individually approved; not added to puzzles.
rumen,70,deferred,4,The first compartment of the stomach of a cow or other ruminants.,Not individually approved; not added to puzzles.
rumens,70,deferred,,,Not individually approved; not added to puzzles.
rumina,70,deferred,,,Not individually approved; not added to puzzles.
ruminal,70,deferred,,,Not individually approved; not added to puzzles.
rummers,70,deferred,,,Not individually approved; not added to puzzles.
rummier,80,deferred,,,Not individually approved; not added to puzzles.
rummies,80,deferred,,,Not individually approved; not added to puzzles.
runback,80,deferred,,,Not individually approved; not added to puzzles.
rundle,70,deferred,,,Not individually approved; not added to puzzles.
rundles,70,deferred,,,Not individually approved; not added to puzzles.
rundlet,70,deferred,4,"A small cask of no certain dimensions, which may contain from 3 to 20 gallons.",Not individually approved; not added to puzzles.
runless,70,deferred,,,Not individually approved; not added to puzzles.
runout,80,deferred,,,Not individually approved; not added to puzzles.
runouts,80,deferred,,,Not individually approved; not added to puzzles.
runover,80,deferred,,,Not individually approved; not added to puzzles.
runtish,70,deferred,,,Not individually approved; not added to puzzles.
runza,80,deferred,,,Not individually approved; not added to puzzles.
runzas,80,deferred,,,Not individually approved; not added to puzzles.
rurally,70,deferred,,,Not individually approved; not added to puzzles.
rurban,80,deferred,,,Not individually approved; not added to puzzles.
rushee,80,deferred,,,Not individually approved; not added to puzzles.
rushees,80,deferred,,,Not individually approved; not added to puzzles.
rushier,80,deferred,,,Not individually approved; not added to puzzles.
russety,70,deferred,,,Not individually approved; not added to puzzles.
rustily,70,deferred,,,Not individually approved; not added to puzzles.
ruth,70,deferred,2,"Sorrow for the misery of another; pity, compassion; mercy.",Not individually approved; not added to puzzles.
ruthful,70,deferred,,,Not individually approved; not added to puzzles.
ruths,70,deferred,,,Not individually approved; not added to puzzles.
rutile,70,deferred,4,"The most frequent of the three polymorphs of titanium dioxide, crystalizing in the tetragonal system, TiO₂.",Not individually approved; not added to puzzles.
rutiles,70,deferred,,,Not individually approved; not added to puzzles.
rutin,80,deferred,,,Not individually approved; not added to puzzles.
rutins,80,deferred,,,Not individually approved; not added to puzzles.
ruttily,80,deferred,,,Not individually approved; not added to puzzles.
ruttish,70,deferred,,,Not individually approved; not added to puzzles.
rya,70,deferred,,,Not individually approved; not added to puzzles.
ryas,70,deferred,,,Not individually approved; not added to puzzles.
ryes,80,deferred,,,Not individually approved; not added to puzzles.
ryokan,80,deferred,,,Not individually approved; not added to puzzles.
ryokans,80,deferred,,,Not individually approved; not added to puzzles.
ryot,80,deferred,4,A farmer or tiller of the soil.,Not individually approved; not added to puzzles.
ryots,80,deferred,,,Not individually approved; not added to puzzles.
saag,70,deferred,4,An Indian dish made from greens (usually spinach) cooked down to a thick paste.,Not individually approved; not added to puzzles.
sabal,80,deferred,,,Not individually approved; not added to puzzles.
sabals,80,deferred,,,Not individually approved; not added to puzzles.
sabaton,80,deferred,4,"A medieval armour covering for the foot, typically made of steel; a flexible armour shoe.",Not individually approved; not added to puzzles.
sabayon,70,deferred,,,Not individually approved; not added to puzzles.
sabbat,80,deferred,4,Witches' Sabbath.,Not individually approved; not added to puzzles.
sabbats,80,deferred,,,Not individually approved; not added to puzzles.
sabered,80,deferred,,,Not individually approved; not added to puzzles.
sabin,70,deferred,,,Not individually approved; not added to puzzles.
sabins,70,deferred,,,Not individually approved; not added to puzzles.
